133. I ( ) the professor because of his unique viewpoints on literature.	respect	[動] ～を尊敬する ～を尊重する
134. The police ( ) for the missing person all night.	searched	[動] 捜す ～を捜索する、～を詳しく調べる
135. Nowadays, many people are ( ) their TVs to the Internet.	connecting	[動] ～をつなぐ ～を関連付ける
136. The crime rate in the U.S. has ( ) steadily.	declined	[動] 減少する 衰退する、～を断る
137. Strict laws may ( ) people from committing violent crimes.	prevent	[動] ～を妨げる ～を防ぐ
138. Many countries around the world ( ) from natural disasters.	suffer	[動] 苦しむ 患う、苦痛などを経験する
139. The man ( ) the traffic accident.	survived	[動] ～を切り抜けて生き残る より長生きする、生き延びる
140. She ( ) a novel about a professional gamer.	published	[動] ～を出版する ～を公表する
141. Most Japanese do not have an ( ) to use English every day.	opportunity	[名] 機会
142. She completed the ( ) of making a sales presentation.	task	[名] 仕事、作業 課題、タスク
143. The Japanese auto ( ) is making big changes in car manufacturing.	industry	[名] 産業 勤勉
144. People nowadays use social ( ) to share information and ideas.	media	[名] 情報伝達の媒体 手段
145. I wonder if higher wages are good for the Japanese ( ).	economy	[名] 経済 経済圏、節約
146. The government is changing its free-market ( ).	policy	[名] 政策、方針 個人の主義
147. The patient's family was given a detailed ( ) of the operation.	account	[名] 説明 勘定、口座
148. There was an increase in wine ( ) between the two countries.	trade	[名] 貿易 商売、取引
149. The famous reporter's work is an ideal ( ) of journalism.	model	[名] 規範 モデル、模型、型
150. There is room for improvement in the sales ( ) of our cars.	figures	[名] 数字 姿、人物、図表
151. They discovered a virus that destroys cancer ( ).	cells	[名] 細胞 独房、電池
152. We have a positive ( ) of Olympic athletes.	image	[名] 印象、イメージ 画像、像
153. Men and women seem to handle ( ) quite differently.	emotions	[名] 感情、情動 感動
154. A tight work schedule may cause ( ).	stress	[名] ストレス 圧力、強調
155. The country has had fast growth over the last few ( ).	decades	[名] １０年間
156. The company made a plan to expand the ( ) of its products.	range	[名] 範囲 射程距離、同類の組
157. Many foreigners think Japanese people have a modest ( ).	character	[名] 性格、個性 特徴、登場人物、文字
158. One great ( ) of online communities is relationship building among people.	advantage	[名] 利点 優勢、有利
159. A ( ) like "it's similar to" is useful for explaining words.	phrase	[名] 句 成句、言葉遣い
160. The hurricane caused great ( ) to the city.	damage	[名] 損害、損傷 損害賠償金
161. A wasteful use of resources has a negative ( ) on the environment.	impact	[名] 影響 衝突、衝撃
162. Some ( ) of dieting face a lot of criticism.	methods	[名] 方法 体系、秩序
163. Technology will make the efficient use of natural ( ) possible.	resources	[名] 資源 資金、才覚
164. Auroras are visible in the polar ( ).	regions	[名] 地域 領域、部位
165. The doctors tried out a new kind of ( ) on the girl to save her life.	medicine	[名] 薬 医学
166. You should not post too many personal ( ) about yourself on your blog.	details	[名] 詳細、細部
167. The most unique ( ) of the new building is its curved shape.	feature	[名] 特徴 顔つき、特集記事
168. Voice recognition is one of the most useful ( ) of smartphones.	functions	[名] 機能 関数
169. People can easily have ( ) to the Internet these days.	access	[名] 利用、入手 接近
170. The secret behind the popularity of the shop is its wide choice of ( ).	items	[名] 品物、項目 短い記事
171. The average annual household ( ) has declined over the past decade.	income	[名] 収入 所得
172. Her positive ( ) toward the job led to her success.	attitude	[名] 態度 考え方、心構え
173. The mayor visited the ( ) of the upcoming new airport.	site	[名] 用地 場所、跡地、ウェブサイト
174. Some ( ) of language learning become more difficult with age.	aspects	[名] 側面 観点、様相
175. The social ( ) of the country has changed over the years.	structure	[名] 構造 体系、構造物
176. He has the ( ) of checking e-mail messages at meal times.	habit	[名] 習慣、癖
177. There is a strong ( ) between unusual weather and global warming.	link	[名] 関連、つながり 交通手段、リンク
178. When we read, for ( ), we make quick eye movements.	instance	[名] 例、実例 場合
179. The English word "cool" has a ( ) meaning.	positive	[形] 肯定的な 積極的な、確信して、陽性の
180. Loud noises may have a ( ) effect on studying.	negative	[形] 否定的な 消極的な、陰性の
181. There are many ( ) theories in physics.	complex	[形] 複雑な 複合の
182. The ( ) trend in cars is toward automated driving.	current	[形] 現在の 現代の、流用している
183. Taking in less sugar may benefit your ( ) health.	mental	[形] 精神の 知能の、頭の中で行う
184. The teacher talked about a ( ) topic.	specific	[形] 特定の 明確な、具体的な、特有の
185. There are ( ) differences between having knowledge and using it.	significant	[形] 重要な、重大な 意義深い
186. Friends are ( ) for our lives.	essential	[形] 必要不可欠な 本質的な
187. Hebrew is the ( ) language of Israel.	official	[形] 公用の 公式の、役所の
188. The company received ( ) support from a bank.	financial	[形] 財政の 財界の
189. ( ) achievement is traditionally measured through examination.	Academic	[形] 学問の 大学の
190. We are ( ) of the importance of learning a second language.	aware	[形] 気付いて、知って
191. Organic food is said to be healthy, so it is ( ) buying.	worth	[形] ～に値する ～の価値がある
192. It is important in business to look for ( ) customers.	potential	[形] 潜在的な 可能性を秘めた
193. Men should play an ( ) role in raising children.	active	[形] 積極的な 活動的な、効力のある
194. We are now experiencing rapid growth in ( ) technology.	digital	[形] デジタル方式の デジタル表示の
195. Gaming on ( ) devices is becoming more popular than ever before.	mobile	[形] 可動式の 流動性のある
196. He developed a ( ) theory concerning the human mind.	novel	[形] 斬新な、目新しい
197. The human brain is very ( ), so even adults can learn and adapt.	plastic	[形] 柔軟な プラスチックの、ビニールの
198. Soda water is created by a ( ) reaction.	chemical	[形] 化学の、化学的な
199. It is ( ) to review English words regularly to remember them.	necessary	[形] 必要な
200. She ( ) earned a Ph.D. in mathematics from Yale University.	eventually	[副] 結局、結局は
201. The police officer ( ) the man as a criminal.	identified	[動] ～を特定する ～を同一視する
202. His music ( ) a new form of rock music.	represents	[動] ～を表す ～を代表する、～に相当する
203. The cave paintings ( ) that early humans had the idea of time.	indicate	[動] ～を指し示す ～を述べる
204. The student ( ) to finish his report before the deadline.	managed	[動] ～をなんとか成し遂げる ～を管理する
205. I would like to ( ) the party because I might meet someone famous.	attend	[動] ～に出席する 世話する、～に対処する
206. Today, Kyoto still ( ) a lot of its ancient culture.	maintains	[動] ～を維持する ～と主張する、～を養う
207. One study ( ) 100 cancer patients who tried the new drug.	surveyed	[動] ～を調査する ～をじろじろ見る、～を概観する
208. Machines have ( ) human workers in many factories.	replaced	[動] ～にとって代わる ～を取り替える
209. People are required to ( ) household waste into different types.	sort	[動] ～を分類する ～をえり分ける
210. The doctor ( ) a quick test to measure my blood-sugar level.	conducted	[動] （調査・実験など）を実施する ～を導く
211. Most people ( ) a lack of sleep with common health problems.	associate	[動] ～を結び付けて考える ～と交際する
212. The little girl ( ) to convince her parents to buy her a toy.	attempted	[動] ～を試みる、企てる
213. Lively discussions may help ( ) better understanding among people.	promote	[動] ～を促進する 昇進する
214. She ( ) enough money to pay for her costs of living.	earns	[動] ～を稼ぐ ～を得る、もたらす
215. He ( ) the whole country through his powerful and thoughtful speeches.	united	[動] ～を団結させる 結合する、団結する
216. The mother ( ) her baby every time he cries.	feeds	[動] ～に食べ物を与える ～を供給する
217. More and more people are ( ) better ways to maintain a work-life balance.	seeking	[動] ～を追い求める ～を要請する
218. I ( ) that the plant leaves began to turn brown.	observed	[動] ～に気付く ～を観察する、～を遵守する
219. Some websites may ( ) their users' personal information by mistake.	reveal	[動] ～を明らかにする ～を見せる
220. We ( ) our arrival to be 20 minutes late.	estimated	[動] ～と推定する ～を見積もる、～を評価する
221. Freud believed that dreams ( ) our deepest desires.	reflected	[動] ～を反映する 反射する、熟考する
222. The teacher ( ) her students' attention by clapping her hands.	attracted	[動] ～を引き付ける
223. My salary has gradually ( ) over the last few years.	decreased	[動] 減少する ～を減らす
224. The sailors ( ) the warning about the dangerous currents in the sea.	ignored	[動] ～を無視する
225. Modern building designs often ( ) the natural surroundings.	match	[動] 合う ～に匹敵する、一致する
226. The dictionary ( ) happiness as the basic feeling of joy or satisfaction.	defines	[動] ～を定義する ～を明確にする
227. She can ( ) to various situations thanks to her positive attitude.	adapt	[動] 適応する 適合させる
228. Carbon dioxide ( ) to global climate change.	contributes	[動] 貢献する、一因となる 寄付する、寄稿する
229. Nowadays, we can ( ) information easily over the Internet.	exchange	[動] 交換する 両替する
230. She sometimes ( ) strong emotions while talking about her past.	displayed	[動] ～を示す ～を発揮する、～を展示する
231. Babies quickly ( ) to any sound similar to their mother's heartbeat.	respond	[動] 反応する 答える
232. He ( ) his true feelings behind his smiles.	hides	[動] ～を隠す 隠れる
233. I ( ) that she will come on time.	doubt	[動] ではないと思う ～を疑う
234. Some plants can ( ) salt from seawater to produce freshwater.	remove	[動] ～を取り除く ～を解雇する
235. I learned from my father how to ( ) this mechanical watch.	wind	[動] （ねじなど）を巻く （道などが）曲がりくねる、巻きつく
236. We tend to ( ) that Japanese trains always run on schedule.	assume	[動] ～を当然のことと思う、～と仮定する ～を手に入れる、～を引き受ける
237. Please ( ) and make yourself at home.	relax	[動] くつろぐ 緩む、くつろがせる、緩める
238. The hotel's high level of service always ( ) its guests.	satisfies	[動] ～を満足させる 条件などを満たす
239. People who love shopping often ( ) to buy the latest goods.	desire	[動] ～を強く望む
240. The scientist finally ( ) in developing the new robot.	succeeded	[動] 成功する 継承する
241. Einstein's theory of relativity has changed our understanding of the ( ) of time.	concept	[名] 概念 考え、コンセプト
242. People often follow the latest ( ) in order to look more attractive.	fashion	[名] 流行、ファッション 方法、流儀
243. This electronic ( ) can handle many tasks such as storing data.	device	[名] 装置、機器 方策、デバイス
244. An extra ( ) was added when I called for the taxi in advance.	charge	[名] 料金 世話、管理、告発
245. In ( ) to the other leader, he spoke directly to the people.	contrast	[名] 対照
246. I discussed the matter with some of my ( ) at work.	colleagues	[名] 同僚
247. I have terrible ( ) in my upper right arm.	pain	[名] 苦痛、痛み 苦悩、骨折り
248. My wife has a part-time job to help pay some ( ).	bills	[名] 請求書 勘定書、法案
249. You may remember the ( ) of your dreams as soon as you wake up.	content	[名] 中身、内容 コンテンツ
250. I have just recently started in the accounting ( ).	section	[名] 部門 部分、地区、欄
251. The ( ) at the theater was deeply moved by the actors' performance.	audience	[名] 聴衆、観客 視聴者
252. About two thirds of the earth's ( ) is covered with water.	surface	[名] 表面 外見
253. Too much rain can be bad for farmers and their ( ).	crops	[名] 作物 収穫高
254. One of the suitable ( ) for small talk is health.	topics	[名] 話題、トピック 主題
255. She developed a new ( ) for making smartphones easier to use.	technique	[名] 技術 技巧、手法
256. Women's ( ) in the Japanese workplace has improved slowly over the decades.	status	[名] 地位 状態
257. She had the ( ) of continuing her career after she got married.	option	[名] 選択 選択肢
258. Many people regard wealth as the ( ) for hard work.	reward	[名] 報酬 報い
259. The mixing of ( ) may be necessary for allowing Japanese society to function.	races	[名] 人種 民族、競争
260. Many societies try their best to prevent children from being victims of ( ).	crime	[名] 罪、犯罪 違法行為
261. Historically speaking, ( ) over resources often led to war.	conflicts	[名] 争い 論争、不一致
262. Women's ( ) for equal rights is still an important issue today.	struggle	[名] 闘い 懸命の努力
263. The use of proper manners is effective in various business ( ).	contexts	[名] 状況 背景、文脈
264. In the meeting, there was a heated ( ) over the issue of gun control.	debate	[名] 討論、論争 討論会
265. The burning of fossil ( ) is partly responsible for global warming.	fuels	[名] 燃料 勢いを増加させるもの
266. Tokyo somehow survived serious air ( ) in the 1960s.	pollution	[名] 汚染、公害
267. The current ( ) is toward getting elderly people to give up driving.	trend	[名] 傾向 流行
268. It is difficult to reach a ( ) between individual freedom and national security.	balance	[名] 均衡、バランス 体の平衡、残高
269. There is heavy ( ) on the road to the airport.	traffic	[名] 交通 通行、交通量、不正取引
270. The government created a long-term ( ) for dealing with the economy.	strategy	[名] 戦略
271. The recent news story became the ( ) for the director's new movie.	basis	[名] 基礎 根拠、基準
272. The man often gets worried about the ( ) of his actions.	consequences	[名] 結果 重大性
273. The ( ) of the meeting is to make a budget for next year.	aim	[名] 目標、目的 狙い
274. Common ( ) of humans and chimpanzees lived millions of years ago.	ancestors	[名] 祖先 原型
275. Living things receive their ( ) from their parents.	genes	[名] 遺伝子
276. The website is now keeping ( ) of its number of visitors.	track	[名] 跡 軌道、鉄道の番線、走路
277. The digital ( ) may well change people's way of reading books.	revolution	[名] 革命 回転、天体の公転
278. Medicine has made significant ( ) in treating serious diseases.	progress	[名] 進歩 前進
279. The ( ) function of the brain involves mental activities such as memory and thinking.	cognitive	[形] 認知の
280. The beachside is an ( ) place for a daily walk.	ideal	[形] 理想的な 観念的な
281. It is important to know the most ( ) ways of studying.	efficient	[形] 効率的な 有能な
282. Stories about heroes and heroines have ( ) appeal among children.	universal	[形] 普遍的な 宇宙の、万能の
283. He has a ( ) knowledge of the animal kingdom.	vast	[形] 莫大な 広大な
284. The company asked the staff to work ( ) hours on Saturday.	extra	[形] 追加の、余分の 別勘定の
285. He devoted his ( ) life to helping people in need.	entire	[形] 全部の、全体の 完全な
286. Taxi drivers are generally ( ) with local roads.	familiar	[形] 精通している よく知られている
287. It was ( ) that the woman was innocent of the crime.	obvious	[形] 明らかな
288. The man refused to join the fight for ( ) reasons.	moral	[形] 道徳の、倫理的な 道徳的な
289. New technologies might change the lives of ( ) people into something quite different.	ordinary	[形] 一般の、ふつうの 並みの
290. $1 is almost ( ) to 100 yen.	equal	[形] 等しい 匹敵する、平等な
291. His new computer software is far better than any ( ) version.	previous	[形] 以前の、前の
292. Government officials are not allowed to issue ( ) information.	FALSE	[形] 間違った 虚偽の、偽の
293. The medicine may sometimes make people sleepy in ( ) cases.	rare	[形] まれな、珍しい 希少な
294. Most ( ) systems are based on a belief in human rights.	legal	[形] 法律の 合法の
295. Children should be ( ) of their parents after a certain age.	independent	[形] 独立した
296. ( ) inequality prevents many people from fulfilling their potential.	Extreme	[形] 極端な 極度の、過激な
297. Students can learn scientific theories through ( ) experiences.	actual	[形] 実際の、現実の
298. My friend was ( ) to help me move into a new apartment.	willing	[形] いとわない、かまわないと思う
299. Nearly half of the world's population lives in ( ) areas.	urban	[形] 都市の 都会的な
300. He prefers British English, ( ) she prefers American English.	whereas	[接] ～するのに対し、～する一方
301. The professor ( ) that the economy would recover.	predicted	[動] ～を予言、予測する
302. The doctor ( ) the patient's stomach with a medical device.	examined	[動] ～を調べる ～を診察する、～を尋問する
303. I have decided to ignore any advice from others and ( ) my judgment.	trust	[動] ～を信頼する ～を託す
304. We were ( ) in a heavy traffic jam last night.	stuck	[動] ～を動けなくする ～を突き刺す、～にくっつく
305. His musical talent ( ) early in his life.	emerged	[動] 現れる 明らかになる、台頭する
306. Communication styles ( ) from culture to culture.	vary	[動] さまざまである 変わる、～を変える
307. When listening to music, chemicals are ( ) into the brain.	released	[動] ～を放出する ～を開放する、～を発表する
308. The researchers ( ) their subjects into two groups.	divided	[動] ～を分ける 分かれる
309. Her excellent writing skills ( ) her to get a good job.	enabled	[動] ～できるようにする ～を可能にする
310. We should not ( ) people by their appearance.	judge	[動] 判断する ～に判決を下す
311. The country ( ) on military support from overseas.	relied	[動] 頼る
312. He is ( ) in teaching the history of Rome at a college.	engaged	[動] ～を従事させる ～を雇う、～に従事する
313. The company ( ) its manufacturing base to India.	shifted	[動] ～を変える、移す 変わる、移動する
314. The airline ( ) a new cost-saving measure.	adopted	[動] ～を採用する 態度などをとる、～を養子にする
315. ( ) knowledge is one thing, but applying it is another.	Acquiring	[動] ～を得る ～を習得する
316. To improve your reading speed, you need to ( ) your vocabulary.	expand	[動] 拡大する 詳説する
317. The journalist ( ) to answer the questions about the source of the information.	refused	[動] ～を拒む ～を断る、拒絶する
318. Visitors to Florence are ( ) by its wonderful architecture and artwork.	struck	[動] ～の心を打つ ～を襲う、～を打つ、ぶつかる
319. Humans tend to ( ) their mistakes without much thought.	repeat	[動] 繰り返す ～を復唱する
320. Eco-friendly cars ( ) less fuel than traditional gas-based cars.	consume	[動] ～を消費する ～を食べる、～を飲む
321. People sometimes ( ) influenza with the common cold.	confuse	[動] ～を混同する ～を当惑させる
322. To ( ) your seat, some airlines require an additional fee.	select	[動] ～を選ぶ、～を選り抜く
323. Early Indo-European languages ( ) into ones such as Greek.	evolved	[動] 徐々に発展する 進化する
324. The doctor ( ) me that exercising would improve my health.	convinced	[動] ～を納得させる
325. Much as I tried, I could not ( ) her physical appearance.	recall	[動] ～を思い出す ～を呼び戻す
326. If we ( ) the rainforests, they may never recover.	destroy	[動] ～を破壊する ～を破滅させる
327. Some kinds of food can be ( ) for years by canning.	preserved	[動] ～を保存する ～を保持する、～を保護する
328. They ( ) the summer festival effectively.	organized	[動] ～を準備する ～を組織する
329. She ( ) her little brother not to touch her PC.	warned	[動] ～に警告する
330. Many politicians have tried to ( ) the problem of street crime.	address	[動] （問題などに）対処する ～に演説する、～宛てに出す
331. The technician received training in order to ( ) the new machinery.	operate	[動] ～を操作する 機能する、手術する
332. Robots with AI might one day be able to ( ) in childcare.	participate	[動] 参加する
333. Dubai imports sand even though it is ( ) by desert.	surrounded	[動] ～を取り巻く ～にまつわる
334. The Thames ( ) through London and the Seine through Paris.	flows	[動] 流れる 生じる
335. The film ( ) me, so I left the theater early.	bored	[動] 退屈させる、うんざりさせる
336. People often ( ) about the government's reaction to natural disasters.	complain	[動] 不平を言う 訴える
337. Mr. and Mrs. Smith ( ) a garden party yesterday.	hosted	[動] ～を主催する ～のホスト役を務める
338. The book ( ) facts with fictions.	combines	[動] ～を結び付ける ～と結びつく
339. Stores often ( ) their business hours for the convenience of customers.	extend	[動] ～を伸ばす、～を延ばす 伸びる、及ぶ
340. He does not think that everyone ( ) his talent.	appreciates	[動] ～を正当に評価する ～を鑑賞する、～を感謝する
